No,PLACE,,SEX,D_LENGTH,COD,DATE,SPECIES,COUNT,MEASURED,F_LENGTH,F_WEIGHT,Weighting,
DD644,"Mougas, Oia",,Male,193,,24/07/1998,Hake,15,13,217.092,76.243,0.5769230769,256
DD644,"Mougas, Oia",,Male,193,,24/07/1998,Hake,15,13,192.303,53.556,0.5769230769,257
DD644,"Mougas, Oia",,Male,193,,24/07/1998,Hake,15,13,142.647,22.435,0.5769230769,258
DD644,"Mougas, Oia",,Male,193,,24/07/1998,Hake,15,13,117.857,12.865,0.5769230769,259
DD644,"Mougas, Oia",,Male,193,,24/07/1998,Hake,15,13,167.437,35.78,0.5769230769,260
DD644,"Mougas, Oia",,Male,193,,24/07/1998,Hake,15,13,130.29,17.23,0.5769230769,261
DD644,"Mougas, Oia",,Male,193,,24/07/1998,Hake,15,13,142.647,22.435,0.5769230769,262
DD644,"Mougas, Oia",,Male,193,,24/07/1998,Hake,15,13,204.659,64.208,0.5769230769,263
DD644,"Mougas, Oia",,Male,193,,24/07/1998,Hake,15,13,142.647,22.435,0.5769230769,264
DD646,"P, Montalvo, Sanxenxo",,Female,,,22/02/1998,Hake,2,2,115.876,12.245,0.5,265
DD646,"P, Montalvo, Sanxenxo",,Female,,,22/02/1998,Hake,2,2,111.983,11.085,0.5,266
DD650,"Touri~nan, Muxia",,Unknown,178,,21/04/1998,Hake,2,2,349.629,305.554,0.5,267
DD650,"Touri~nan, Muxia",,Unknown,178,,21/04/1998,Hake,2,2,357.606,326.308,0.5,268
DD651,"Mougas, Oia",,Male,193,Bycatch,18/04/1998,Hake,14,11,182.465,45.959,0.6363636364,269
DD651,"Mougas, Oia",,Male,193,Bycatch,18/04/1998,Hake,14,11,182.465,45.959,0.6363636364,270
DD651,"Mougas, Oia",,Male,193,Bycatch,18/04/1998,Hake,14,11,182.465,45.959,0.6363636364,271
DD651,"Mougas, Oia",,Male,193,Bycatch,18/04/1998,Hake,14,11,182.465,45.959,0.6363636364,272
DD651,"Mougas, Oia",,Male,193,Bycatch,18/04/1998,Hake,14,11,214.302,73.424,0.6363636364,273
DD651,"Mougas, Oia",,Male,193,Bycatch,18/04/1998,Hake,14,11,246.139,109.918,0.6363636364,274
DD651,"Mougas, Oia",,Male,193,Bycatch,18/04/1998,Hake,14,11,174.511,40.363,0.6363636364,275
DD651,"Mougas, Oia",,Male,193,Bycatch,18/04/1998,Hake,14,11,238.186,99.889,0.6363636364,276
DD651,"Mougas, Oia",,Male,193,Bycatch,18/04/1998,Hake,14,11,238.186,99.889,0.6363636364,277
DD651,"Mougas, Oia",,Male,193,Bycatch,18/04/1998,Hake,14,11,254.117,120.621,0.6363636364,278
DD651,"Mougas, Oia",,Male,193,Bycatch,18/04/1998,Hake,14,11,262.07,131.95,0.6363636364,279
DD656,"P, Queiruga, Porto do Son",,Male,183,Bycatch,16/06/1998,Hake,2,2,349.629,305.554,0.5,280
DD656,"P, Queiruga, Porto do Son",,Male,183,Bycatch,16/06/1998,Hake,2,2,357.606,326.308,0.5,281
DD671,"Casti~neiras, O Grove",,Female,193,Bycatch,30/05/1999,Hake,9,9,270.023,143.956,0.5,282
DD671,"Casti~neiras, O Grove",,Female,193,Bycatch,30/05/1999,Hake,9,9,285.954,170.118,0.5,283
DD671,"Casti~neiras, O Grove",,Female,193,Bycatch,30/05/1999,Hake,9,9,254.117,120.621,0.5,284
DD671,"Casti~neiras, O Grove",,Female,193,Bycatch,30/05/1999,Hake,9,9,262.07,131.95,0.5,285
DD671,"Casti~neiras, O Grove",,Female,193,Bycatch,30/05/1999,Hake,9,9,254.117,120.621,0.5,286
DD671,"Casti~neiras, O Grove",,Female,193,Bycatch,30/05/1999,Hake,9,9,285.954,170.118,0.5,287
DD671,"Casti~neiras, O Grove",,Female,193,Bycatch,30/05/1999,Hake,9,9,285.954,170.118,0.5,288
DD671,"Casti~neiras, O Grove",,Female,193,Bycatch,30/05/1999,Hake,9,9,285.954,170.118,0.5,289
DD671,"Casti~neiras, O Grove",,Female,193,Bycatch,30/05/1999,Hake,9,9,270.023,143.956,0.5,290
DD677,"P, Concheira, Baiona",,Male,190,Bycatch,07/07/1999,Hake,1,1,333.722,266.796,0.5,291
DD683,"P, Seaia, Malpica",,Female,,Bycatch,22/02/1999,Hake,5,5,205.202,64.706,0.5,292
DD683,"P, Seaia, Malpica",,Female,,Bycatch,22/02/1999,Hake,5,5,201.309,61.195,0.5,293
DD683,"P, Seaia, Malpica",,Female,,Bycatch,22/02/1999,Hake,5,5,216.858,76.004,0.5,294
DD683,"P, Seaia, Malpica",,Female,,Bycatch,22/02/1999,Hake,5,5,216.858,76.004,0.5,295
DD683,"P, Seaia, Malpica",,Female,,Bycatch,22/02/1999,Hake,5,5,205.202,64.706,0.5,296
DD704,"Aguino, Riveira",,Male,214,,13/07/2001,Hake,2,2,303.894,203.109,0.5,297
DD704,"Aguino, Riveira",,Male,214,,13/07/2001,Hake,2,2,303.894,203.109,0.5,298
DD709,Cabo Silleiro - Bayona,,Female,195,,20/02/2001,Hake,2,2,193.547,54.572,0.5,299
DD709,Cabo Silleiro - Bayona,,Female,195,,20/02/2001,Hake,2,2,189.654,51.435,0.5,300
DD715,Cangas,,Female,192,Bycatch,14/02/2002,Hake,61,30,224.62,84.203,1.0166666667,301
DD715,Cangas,,Female,192,Bycatch,14/02/2002,Hake,61,30,185.785,48.438,1.0166666667,302
DD715,Cangas,,Female,192,Bycatch,14/02/2002,Hake,61,30,197.44,57.831,1.0166666667,303
DD715,Cangas,,Female,192,Bycatch,14/02/2002,Hake,61,30,162.474,32.777,1.0166666667,304
DD715,Cangas,,Female,192,Bycatch,14/02/2002,Hake,61,30,158.605,30.555,1.0166666667,305
DD715,Cangas,,Female,192,Bycatch,14/02/2002,Hake,61,30,209.072,68.325,1.0166666667,306
DD715,Cangas,,Female,192,Bycatch,14/02/2002,Hake,61,30,205.202,64.706,1.0166666667,307
DD715,Cangas,,Female,192,Bycatch,14/02/2002,Hake,61,30,143.056,22.623,1.0166666667,308
DD715,Cangas,,Female,192,Bycatch,14/02/2002,Hake,61,30,216.858,76.004,1.0166666667,309
DD715,Cangas,,Female,192,Bycatch,14/02/2002,Hake,61,30,201.309,61.195,1.0166666667,310
DD715,Cangas,,Female,192,Bycatch,14/02/2002,Hake,61,30,197.44,57.831,1.0166666667,311
DD715,Cangas,,Female,192,Bycatch,14/02/2002,Hake,61,30,170.236,37.55,1.0166666667,312
DD715,Cangas,,Female,192,Bycatch,14/02/2002,Hake,61,30,135.294,19.23,1.0166666667,313
DD715,Cangas,,Female,192,Bycatch,14/02/2002,Hake,61,30,115.876,12.245,1.0166666667,314
DD715,Cangas,,Female,192,Bycatch,14/02/2002,Hake,61,30,119.769,13.483,1.0166666667,315
DD715,Cangas,,Female,192,Bycatch,14/02/2002,Hake,61,30,115.876,12.245,1.0166666667,316
DD715,Cangas,,Female,192,Bycatch,14/02/2002,Hake,61,30,88.696,5.621,1.0166666667,317
DD715,Cangas,,Female,192,Bycatch,14/02/2002,Hake,61,30,162.474,32.777,1.0166666667,318
DD715,Cangas,,Female,192,Bycatch,14/02/2002,Hake,61,30,146.949,24.463,1.0166666667,319
DD715,Cangas,,Female,192,Bycatch,14/02/2002,Hake,61,30,170.236,37.55,1.0166666667,320
DD715,Cangas,,Female,192,Bycatch,14/02/2002,Hake,61,30,193.547,54.572,1.0166666667,321
DD715,Cangas,,Female,192,Bycatch,14/02/2002,Hake,61,30,174.129,40.107,1.0166666667,322
DD715,Cangas,,Female,192,Bycatch,14/02/2002,Hake,61,30,150.818,26.387,1.0166666667,323
DD715,Cangas,,Female,192,Bycatch,14/02/2002,Hake,61,30,181.892,45.54,1.0166666667,324
DD715,Cangas,,Female,192,Bycatch,14/02/2002,Hake,61,30,139.187,20.886,1.0166666667,325
DD715,Cangas,,Female,192,Bycatch,14/02/2002,Hake,61,30,158.605,30.555,1.0166666667,326
DD715,Cangas,,Female,192,Bycatch,14/02/2002,Hake,61,30,92.565,6.365,1.0166666667,327
DD715,Cangas,,Female,192,Bycatch,14/02/2002,Hake,61,30,96.458,7.177,1.0166666667,328
DD715,Cangas,,Female,192,Bycatch,14/02/2002,Hake,61,30,154.712,28.421,1.0166666667,329
DD715,Cangas,,Female,192,Bycatch,14/02/2002,Hake,61,30,108.114,10.006,1.0166666667,330
DD720,"P, Fonforron",,Female,219,,30/05/2002,Hake,8,8,278.001,156.699,0.5,331
DD720,"P, Fonforron",,Female,219,,30/05/2002,Hake,8,8,270.023,143.956,0.5,332
DD720,"P, Fonforron",,Female,219,,30/05/2002,Hake,8,8,270.023,143.956,0.5,333
DD720,"P, Fonforron",,Female,219,,30/05/2002,Hake,8,8,270.023,143.956,0.5,334
DD720,"P, Fonforron",,Female,219,,30/05/2002,Hake,8,8,278.001,156.699,0.5,335
DD720,"P, Fonforron",,Female,219,,30/05/2002,Hake,8,8,285.954,170.118,0.5,336
DD720,"P, Fonforron",,Female,219,,30/05/2002,Hake,8,8,262.07,131.95,0.5,337
DD720,"P, Fonforron",,Female,219,,30/05/2002,Hake,8,8,270.023,143.956,0.5,338
DD721,"P, Barrana, Boiro",,Male,195,,19/05/2002,Hake,12,6,238.186,99.889,1,339
DD721,"P, Barrana, Boiro",,Male,195,,19/05/2002,Hake,12,6,238.186,99.889,1,340
DD721,"P, Barrana, Boiro",,Male,195,,19/05/2002,Hake,12,6,254.117,120.621,1,341
DD721,"P, Barrana, Boiro",,Male,195,,19/05/2002,Hake,12,6,270.023,143.956,1,342
DD721,"P, Barrana, Boiro",,Male,195,,19/05/2002,Hake,12,6,254.117,120.621,1,343
DD721,"P, Barrana, Boiro",,Male,195,,19/05/2002,Hake,12,6,278.001,156.699,1,344
DD722,Coroso,,Male,187,,23/05/2002,Hake,12,10,270.023,143.956,0.6,345
DD722,Coroso,,Male,187,,23/05/2002,Hake,12,10,285.954,170.118,0.6,346
DD722,Coroso,,Male,187,,23/05/2002,Hake,12,10,230.233,90.48,0.6,347
DD722,Coroso,,Male,187,,23/05/2002,Hake,12,10,278.001,156.699,0.6,348
DD722,Coroso,,Male,187,,23/05/2002,Hake,12,10,293.907,184.27,0.6,349
DD722,Coroso,,Male,187,,23/05/2002,Hake,12,10,230.233,90.48,0.6,350
DD722,Coroso,,Male,187,,23/05/2002,Hake,12,10,285.954,170.118,0.6,351
DD722,Coroso,,Male,187,,23/05/2002,Hake,12,10,270.023,143.956,0.6,352
DD722,Coroso,,Male,187,,23/05/2002,Hake,12,10,254.117,120.621,0.6,353
DD722,Coroso,,Male,187,,23/05/2002,Hake,12,10,270.023,143.956,0.6,354
DD722,Coroso,,Male,187,,23/05/2002,Hake,1,1,166.534,35.221,0.5,355
DD726,Boiro,,Male,186,Bycatch,25/05/2002,Hake,29,3,262.07,131.95,4.8333333333,356
DD726,Boiro,,Male,186,Bycatch,25/05/2002,Hake,29,3,262.07,131.95,4.8333333333,357
DD726,Boiro,,Male,186,Bycatch,25/05/2002,Hake,29,3,238.186,99.889,4.8333333333,358
DD726,Boiro,,Male,186,Bycatch,25/05/2002,Hake,5,5,119.769,13.483,0.5,359
DD726,Boiro,,Male,186,Bycatch,25/05/2002,Hake,5,5,111.983,11.085,0.5,360
DD726,Boiro,,Male,186,Bycatch,25/05/2002,Hake,5,5,111.983,11.085,0.5,361
DD726,Boiro,,Male,186,Bycatch,25/05/2002,Hake,5,5,115.876,12.245,0.5,362
DD726,Boiro,,Male,186,Bycatch,25/05/2002,Hake,5,5,123.638,14.791,0.5,363
DD727,"P, Bronas (S, de Outos)",,Male,205,,23/05/2002,Hake,8,8,285.954,170.118,0.5,364
DD727,"P, Bronas (S, de Outos)",,Male,205,,23/05/2002,Hake,8,8,293.907,184.27,0.5,365
DD727,"P, Bronas (S, de Outos)",,Male,205,,23/05/2002,Hake,8,8,262.07,131.95,0.5,366
DD727,"P, Bronas (S, de Outos)",,Male,205,,23/05/2002,Hake,8,8,293.907,184.27,0.5,367
DD727,"P, Bronas (S, de Outos)",,Male,205,,23/05/2002,Hake,8,8,293.907,184.27,0.5,368
DD727,"P, Bronas (S, de Outos)",,Male,205,,23/05/2002,Hake,8,8,262.07,131.95,0.5,369
DD727,"P, Bronas (S, de Outos)",,Male,205,,23/05/2002,Hake,8,8,301.861,199.176,0.5,370
DD727,"P, Bronas (S, de Outos)",,Male,205,,23/05/2002,Hake,8,8,285.954,170.118,0.5,371
DD731,Boiro,,Male,172,,18/03/2002,Hake,10,8,154.712,28.421,0.625,372
DD731,Boiro,,Male,172,,18/03/2002,Hake,10,8,154.712,28.421,0.625,373
DD731,Boiro,,Male,172,,18/03/2002,Hake,10,8,154.712,28.421,0.625,374
DD731,Boiro,,Male,172,,18/03/2002,Hake,10,8,166.367,35.118,0.625,375
DD731,Boiro,,Male,172,,18/03/2002,Hake,10,8,158.605,30.555,0.625,376
DD731,Boiro,,Male,172,,18/03/2002,Hake,10,8,158.605,30.555,0.625,377
DD731,Boiro,,Male,172,,18/03/2002,Hake,10,8,158.605,30.555,0.625,378
DD731,Boiro,,Male,172,,18/03/2002,Hake,10,8,178.022,42.775,0.625,379
DD734,"Montalvo, Sanxenxo",,Female,180,,01/03/2003,Hake,24,23,189.654,51.435,0.5217391304,380
DD734,"Montalvo, Sanxenxo",,Female,180,,01/03/2003,Hake,24,23,201.309,61.195,0.5217391304,381
DD734,"Montalvo, Sanxenxo",,Female,180,,01/03/2003,Hake,24,23,131.401,17.662,0.5217391304,382
DD734,"Montalvo, Sanxenxo",,Female,180,,01/03/2003,Hake,24,23,131.401,17.662,0.5217391304,383
DD734,"Montalvo, Sanxenxo",,Female,180,,01/03/2003,Hake,24,23,135.294,19.23,0.5217391304,384
DD734,"Montalvo, Sanxenxo",,Female,180,,01/03/2003,Hake,24,23,131.401,17.662,0.5217391304,385
DD734,"Montalvo, Sanxenxo",,Female,180,,01/03/2003,Hake,24,23,193.547,54.572,0.5217391304,386
DD734,"Montalvo, Sanxenxo",,Female,180,,01/03/2003,Hake,24,23,104.221,8.992,0.5217391304,387
DD734,"Montalvo, Sanxenxo",,Female,180,,01/03/2003,Hake,24,23,146.949,24.463,0.5217391304,388
DD734,"Montalvo, Sanxenxo",,Female,180,,01/03/2003,Hake,24,23,108.114,10.006,0.5217391304,389
DD734,"Montalvo, Sanxenxo",,Female,180,,01/03/2003,Hake,24,23,131.401,17.662,0.5217391304,390
DD734,"Montalvo, Sanxenxo",,Female,180,,01/03/2003,Hake,24,23,92.565,6.365,0.5217391304,391
DD734,"Montalvo, Sanxenxo",,Female,180,,01/03/2003,Hake,24,23,143.056,22.623,0.5217391304,392
DD734,"Montalvo, Sanxenxo",,Female,180,,01/03/2003,Hake,24,23,131.401,17.662,0.5217391304,393
DD734,"Montalvo, Sanxenxo",,Female,180,,01/03/2003,Hake,24,23,143.056,22.623,0.5217391304,394
DD734,"Montalvo, Sanxenxo",,Female,180,,01/03/2003,Hake,24,23,115.876,12.245,0.5217391304,395
DD734,"Montalvo, Sanxenxo",,Female,180,,01/03/2003,Hake,24,23,189.654,51.435,0.5217391304,396
DD734,"Montalvo, Sanxenxo",,Female,180,,01/03/2003,Hake,24,23,100.352,8.054,0.5217391304,397
DD734,"Montalvo, Sanxenxo",,Female,180,,01/03/2003,Hake,24,23,131.401,17.662,0.5217391304,398
DD734,"Montalvo, Sanxenxo",,Female,180,,01/03/2003,Hake,24,23,143.056,22.623,0.5217391304,399
DD734,"Montalvo, Sanxenxo",,Female,180,,01/03/2003,Hake,24,23,135.294,19.23,0.5217391304,400
DD734,"Montalvo, Sanxenxo",,Female,180,,01/03/2003,Hake,24,23,115.876,12.245,0.5217391304,401
DD734,"Montalvo, Sanxenxo",,Female,180,,01/03/2003,Hake,24,23,96.458,7.177,0.5217391304,402
DD738,"P, Castineiras, Ribeira",,Female,,,15/04/2003,Hake,7,7,105.424,9.298,0.5,403
DD738,"P, Castineiras, Ribeira",,Female,,,15/04/2003,Hake,7,7,142.647,22.435,0.5,404
DD738,"P, Castineiras, Ribeira",,Female,,,15/04/2003,Hake,7,7,192.303,53.556,0.5,405
DD738,"P, Castineiras, Ribeira",,Female,,,15/04/2003,Hake,7,7,192.303,53.556,0.5,406
DD738,"P, Castineiras, Ribeira",,Female,,,15/04/2003,Hake,7,7,68.278,2.623,0.5,407
DD738,"P, Castineiras, Ribeira",,Female,,,15/04/2003,Hake,7,7,139.187,20.886,0.5,408
DD738,"P, Castineiras, Ribeira",,Female,,,15/04/2003,Hake,7,7,127.532,16.189,0.5,409
DD743,Vigo,,Male,180,,17/01/2003,Hake,4,4,216.858,76.004,0.5,410
DD743,Vigo,,Male,180,,17/01/2003,Hake,4,4,216.858,76.004,0.5,411
DD743,Vigo,,Male,180,,17/01/2003,Hake,4,4,127.532,16.189,0.5,412
DD743,Vigo,,Male,180,,17/01/2003,Hake,4,4,127.532,16.189,0.5,413
DD749,"Es, Maritima, Vigo (flota",ndo),Female,142,,24/04/2003,Hake,18,12,189.654,51.435,0.75,414
DD749,"Es, Maritima, Vigo (flota",ndo),Female,142,,24/04/2003,Hake,18,12,178.022,42.775,0.75,415
DD749,"Es, Maritima, Vigo (flota",ndo),Female,142,,24/04/2003,Hake,18,12,181.892,45.54,0.75,416
DD749,"Es, Maritima, Vigo (flota",ndo),Female,142,,24/04/2003,Hake,18,12,185.785,48.438,0.75,417
DD749,"Es, Maritima, Vigo (flota",ndo),Female,142,,24/04/2003,Hake,18,12,220.727,80.022,0.75,418
DD749,"Es, Maritima, Vigo (flota",ndo),Female,142,,24/04/2003,Hake,18,12,189.654,51.435,0.75,419
DD749,"Es, Maritima, Vigo (flota",ndo),Female,142,,24/04/2003,Hake,18,12,209.072,68.325,0.75,420
DD749,"Es, Maritima, Vigo (flota",ndo),Female,142,,24/04/2003,Hake,18,12,220.727,80.022,0.75,421
DD749,"Es, Maritima, Vigo (flota",ndo),Female,142,,24/04/2003,Hake,18,12,224.62,84.203,0.75,422
DD749,"Es, Maritima, Vigo (flota",ndo),Female,142,,24/04/2003,Hake,18,12,170.236,37.55,0.75,423
DD749,"Es, Maritima, Vigo (flota",ndo),Female,142,,24/04/2003,Hake,18,12,162.474,32.777,0.75,424
DD749,"Es, Maritima, Vigo (flota",ndo),Female,142,,24/04/2003,Hake,18,12,178.022,42.775,0.75,425
DD756,Ribeira,,Male,211,Unknown,21/04/2000,Hake,2,2,224.62,84.203,0.5,426
DD756,Ribeira,,Male,211,Unknown,21/04/2000,Hake,2,2,181.892,45.54,0.5,427
DD757,"P, Preguntoiro, Porto do",Son,Male,149,Unknown,11/03/2000,Hake,1,1,158.605,30.555,0.5,428
DD760,Major,,Unknown,,Unknown,11/05/2000,Hake,18,18,205.202,64.706,0.5,429
DD760,Major,,Unknown,,Unknown,11/05/2000,Hake,18,18,197.44,57.831,0.5,430
DD760,Major,,Unknown,,Unknown,11/05/2000,Hake,18,18,197.44,57.831,0.5,431
DD760,Major,,Unknown,,Unknown,11/05/2000,Hake,18,18,209.072,68.325,0.5,432
DD760,Major,,Unknown,,Unknown,11/05/2000,Hake,18,18,228.489,88.498,0.5,433
DD760,Major,,Unknown,,Unknown,11/05/2000,Hake,18,18,228.489,88.498,0.5,434
DD760,Major,,Unknown,,Unknown,11/05/2000,Hake,18,18,240.145,102.301,0.5,435
DD760,Major,,Unknown,,Unknown,11/05/2000,Hake,18,18,127.532,16.189,0.5,436
DD760,Major,,Unknown,,Unknown,11/05/2000,Hake,18,18,135.294,19.23,0.5,437
DD760,Major,,Unknown,,Unknown,11/05/2000,Hake,18,18,255.693,122.813,0.5,438
DD760,Major,,Unknown,,Unknown,11/05/2000,Hake,18,18,224.62,84.203,0.5,439
DD760,Major,,Unknown,,Unknown,11/05/2000,Hake,18,18,255.693,122.813,0.5,440
DD760,Major,,Unknown,,Unknown,11/05/2000,Hake,18,18,131.401,17.662,0.5,441
DD760,Major,,Unknown,,Unknown,11/05/2000,Hake,18,18,123.638,14.791,0.5,442
DD760,Major,,Unknown,,Unknown,11/05/2000,Hake,18,18,123.638,14.791,0.5,443
DD760,Major,,Unknown,,Unknown,11/05/2000,Hake,18,18,119.769,13.483,0.5,444
DD760,Major,,Unknown,,Unknown,11/05/2000,Hake,18,18,135.294,19.23,0.5,445
DD760,Major,,Unknown,,Unknown,11/05/2000,Hake,18,18,217.092,76.243,0.5,446
DD766,"Ardeleiros, Carnota",,Female,181,Unknown,22/01/2000,Hake,9,9,142.65,22.436,0.5,447
DD766,"Ardeleiros, Carnota",,Female,181,Unknown,22/01/2000,Hake,9,9,134.697,18.984,0.5,448
DD766,"Ardeleiros, Carnota",,Female,181,Unknown,22/01/2000,Hake,9,9,118.79,13.164,0.5,449
DD766,"Ardeleiros, Carnota",,Female,181,Unknown,22/01/2000,Hake,9,9,134.697,18.984,0.5,450
DD766,"Ardeleiros, Carnota",,Female,181,Unknown,22/01/2000,Hake,9,9,262.07,131.95,0.5,451
DD766,"Ardeleiros, Carnota",,Female,181,Unknown,22/01/2000,Hake,9,9,270.023,143.956,0.5,452
DD766,"Ardeleiros, Carnota",,Female,181,Unknown,22/01/2000,Hake,9,9,118.79,13.164,0.5,453
DD766,"Ardeleiros, Carnota",,Female,181,Unknown,22/01/2000,Hake,9,9,142.65,22.436,0.5,454
DD766,"Ardeleiros, Carnota",,Female,181,Unknown,22/01/2000,Hake,9,9,134.697,18.984,0.5,455
DD769,Vilar,,Female,185,Unknown,14/02/2000,Hake,1,1,115.876,12.245,0.5,456
DD779,Sanxenxo,,Unknown,,Unknown,18/02/2000,Hake,1,1,158.605,30.555,0.5,457
DD782,"Portonovo, Carnota",,Male,,Unknown,06/11/2000,Hake,2,2,117.857,12.865,0.5,458
DD782,"Portonovo, Carnota",,Male,,Unknown,06/11/2000,Hake,2,2,130.29,17.23,0.5,459
DD787,Barra,,Male,194,Unknown,28/04/2000,Hake,11,11,254.117,120.621,0.5,460
DD787,Barra,,Male,194,Unknown,28/04/2000,Hake,11,11,206.349,65.765,0.5,461
DD787,Barra,,Male,194,Unknown,28/04/2000,Hake,11,11,206.349,65.765,0.5,462
DD787,Barra,,Male,194,Unknown,28/04/2000,Hake,11,11,214.302,73.424,0.5,463
DD787,Barra,,Male,194,Unknown,28/04/2000,Hake,11,11,198.395,58.65,0.5,464
DD787,Barra,,Male,194,Unknown,28/04/2000,Hake,11,11,102.859,8.654,0.5,465
DD787,Barra,,Male,194,Unknown,28/04/2000,Hake,11,11,86.929,5.301,0.5,466
DD787,Barra,,Male,194,Unknown,28/04/2000,Hake,11,11,86.929,5.301,0.5,467
DD787,Barra,,Male,194,Unknown,28/04/2000,Hake,11,11,236.924,98.355,0.5,468
DD787,Barra,,Male,194,Unknown,28/04/2000,Hake,11,11,211.448,70.612,0.5,469
DD787,Barra,,Male,194,Unknown,28/04/2000,Hake,11,11,57.623,1.6,0.5,470
DD791,Mougas,,Male,,Unknown,17/03/2000,Hake,5,5,185.785,48.438,0.5,471
DD791,Mougas,,Male,,Unknown,17/03/2000,Hake,5,5,205.202,64.706,0.5,472
DD791,Mougas,,Male,,Unknown,17/03/2000,Hake,5,5,205.202,64.706,0.5,473
DD791,Mougas,,Male,,Unknown,17/03/2000,Hake,5,5,117.857,12.865,0.5,474
DD791,Mougas,,Male,,Unknown,17/03/2000,Hake,5,5,142.647,22.435,0.5,475
DD792,Aguino,,Male,180,Unknown,14/02/2000,Hake,4,4,201.309,61.195,0.5,476
DD792,Aguino,,Male,180,Unknown,14/02/2000,Hake,4,4,189.654,51.435,0.5,477
DD792,Aguino,,Male,180,Unknown,14/02/2000,Hake,4,4,174.129,40.107,0.5,478
DD792,Aguino,,Male,180,Unknown,14/02/2000,Hake,4,4,170.236,37.55,0.5,479
DD793,Poio,,Male,182,Unknown,20/01/2000,Hake,1,1,117.857,12.865,0.5,480
DD798,"A Bouga, Muros",,Female,192,Unknown,03/03/2003,Hake,15,15,212.965,72.098,0.5,481
DD798,"A Bouga, Muros",,Female,192,Unknown,03/03/2003,Hake,15,15,174.129,40.107,0.5,482
DD798,"A Bouga, Muros",,Female,192,Unknown,03/03/2003,Hake,15,15,216.858,76.004,0.5,483
DD798,"A Bouga, Muros",,Female,192,Unknown,03/03/2003,Hake,15,15,212.965,72.098,0.5,484
DD798,"A Bouga, Muros",,Female,192,Unknown,03/03/2003,Hake,15,15,162.474,32.777,0.5,485
DD798,"A Bouga, Muros",,Female,192,Unknown,03/03/2003,Hake,15,15,143.056,22.623,0.5,486
DD798,"A Bouga, Muros",,Female,192,Unknown,03/03/2003,Hake,15,15,131.401,17.662,0.5,487
DD798,"A Bouga, Muros",,Female,192,Unknown,03/03/2003,Hake,15,15,123.638,14.791,0.5,488
DD798,"A Bouga, Muros",,Female,192,Unknown,03/03/2003,Hake,15,15,108.114,10.006,0.5,489
DD798,"A Bouga, Muros",,Female,192,Unknown,03/03/2003,Hake,15,15,170.236,37.55,0.5,490
DD798,"A Bouga, Muros",,Female,192,Unknown,03/03/2003,Hake,15,15,174.129,40.107,0.5,491
DD798,"A Bouga, Muros",,Female,192,Unknown,03/03/2003,Hake,15,15,224.62,84.203,0.5,492
DD798,"A Bouga, Muros",,Female,192,Unknown,03/03/2003,Hake,15,15,93.067,6.466,0.5,493
DD798,"A Bouga, Muros",,Female,192,Unknown,03/03/2003,Hake,15,15,117.857,12.865,0.5,494
DD798,"A Bouga, Muros",,Female,192,Unknown,03/03/2003,Hake,15,15,155.08,28.619,0.5,495
DD800,Ribeira,,Female,190,Bycatch,10/05/2003,Hake,4,4,302.291,200.004,0.5,496
DD800,Ribeira,,Female,190,Bycatch,10/05/2003,Hake,4,4,228.489,88.498,0.5,497
DD800,Ribeira,,Female,190,Bycatch,10/05/2003,Hake,4,4,174.129,40.107,0.5,498
DD800,Ribeira,,Female,190,Bycatch,10/05/2003,Hake,4,4,174.129,40.107,0.5,499
DD815,"P, Illas, Foz",,Female,145,Bycatch,14/06/2003,Hake,3,3,201.309,61.195,0.5,500
DD815,"P, Illas, Foz",,Female,145,Bycatch,14/06/2003,Hake,3,3,216.858,76.004,0.5,501
DD815,"P, Illas, Foz",,Female,145,Bycatch,14/06/2003,Hake,3,3,181.892,45.54,0.5,502
DD817,"P, Anguieiras, Aguino",,Female,198,Unknown,24/05/2003,Hake,1,1,108.114,10.006,0.5,503
DD818,"Pescanova, Oia",,Female,159,Unknown,14/04/2002,Hake,6,6,325.745,248.64,0.5,504
DD818,"Pescanova, Oia",,Female,159,Unknown,14/04/2002,Hake,6,6,262.07,131.95,0.5,505
DD818,"Pescanova, Oia",,Female,159,Unknown,14/04/2002,Hake,6,6,397.397,443.711,0.5,506
DD818,"Pescanova, Oia",,Female,159,Unknown,14/04/2002,Hake,6,6,405.35,470.076,0.5,507
DD818,"Pescanova, Oia",,Female,159,Unknown,14/04/2002,Hake,6,6,262.07,131.95,0.5,508
DD818,"Pescanova, Oia",,Female,159,Unknown,14/04/2002,Hake,6,6,338.6,278.315,0.5,509
DD823,O Grobe,,Female,194,Unknown,03/08/2002,Hake,3,1,123.638,14.791,1.5,510
DD825,"Samil, Vigo",,Male,195,Unknown,05/07/2002,Hake,29,29,238.186,99.889,0.5,511
DD825,"Samil, Vigo",,Male,195,Unknown,05/07/2002,Hake,29,29,198.395,58.65,0.5,512
DD825,"Samil, Vigo",,Male,195,Unknown,05/07/2002,Hake,29,29,182.465,45.959,0.5,513
DD825,"Samil, Vigo",,Male,195,Unknown,05/07/2002,Hake,29,29,142.65,22.436,0.5,514
DD825,"Samil, Vigo",,Male,195,Unknown,05/07/2002,Hake,29,29,78.975,4.008,0.5,515
DD825,"Samil, Vigo",,Male,195,Unknown,05/07/2002,Hake,29,29,158.581,30.542,0.5,516
